dataset_identifier;federated_dataset;title;description;themes;keywords;license;language;timezone;modified;data_processed;metadata_processed;publisher;reference;attributions;created;issued;creator;contributor;contact_name;contact_email;accrual_periodicity;spatial;temporal;granularity;data_quality;publisher_type;conforms_to;temporal_coverage_start_date;temporal_coverage_end_date;rights;rml_mapping;publizierende_organisation;geodaten_modellbeschreibung;tags;number_of_records;size_of_records_in_the_dataset_in_bytes;reuse_count;api_call_count;download_count;attachments_download_count;file_fields_download_count;popularity_score;visibility_domain_or_restricted;published;publishing_properties;update_frequency;domain0;access_rights;relation;url_dataset
100138;False;Wanderungen (Zuzug, Wegzug und Umzug) Kanton Basel-Stadt;Dieser Datensatz zeigt die Anzahl Personen, die in den Kanton Basel-Stadt zuwanderten (Zuzug), aus dem Kanton Basel-Stadt abwanderten (Wegzug) oder innerhalb des Kantons umzogen (Umzug) nach Datum, Staatsangehörigkeit, Geschlecht, Alter und Detailangaben zum Zuzugs- und Wegzugsort.<br>Die Wanderungsbewegungen sind seit 1985 verfügbar. Detailangaben der Zuzugs- und Wegzugsorte (Gemeinde, Kanton, Land) sind seit 2006 verfügbar.<br>Die hier veröffentlichten Werte können aus methodischen Gründen von denjenigen in der kantonalen öffentlichen Statistik abweichen: In Letzterer werden nachträglich gemeldete Wanderungsereignisse während vier Monaten gesammelt, danach gelten die Zahlen als definitiv. Später eintreffende Meldungen werden im letzten noch nicht abgeschlossenen Monat gezählt. In diesem Datensatz werden sie im Monat des Wanderungsereignisses gezählt.;Bevölkerung;Zuzug,Immigration,Alter,Bevölkerungsbestand,Geschlecht,Wegzug,Staatsangehörigkeit,Umzug,Wanderungen;CC BY;de;;2025-06-27T03:39:47+02:00;2025-06-27T03:39:47+02:00;2025-06-29T01:01:38+02:00;Statistisches Amt;https://statistik.bs.ch/unterthema/5;;2021-10-22;2022-01-27;Statistisches Amt;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/DAILY;;;;;;;;;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Präsidialdepartement;;opendata.swiss;1723360;281963477;5;31530;6112;0;0;14.9;domain;True;;;;;;https://data.bs.ch/explore/dataset/100138
100412;False;Befragung 55plus (2023);"Antworten der kantonalen Bevölkerunsgbefragung von Personen ab 55 Jahren, wird alle vier Jahre durchgeführt. <br><br> Dieser Datensatz enthält pro Zeile eine Antwort einer Person zu einer Frage der Befragung. Die Daten können in anderen Formaten als ZIP Datei hier heruntergeladen werden: <a href=""https://data-bs.ch/stata/befragungen/55plus/2023.zip"">https://data-bs.ch/stata/befragungen/55plus/2023.zip</a> <br>Eine Vorschau der Daten, die pro Zeile alle Antworten einer Person enthält, sind hier zu finden: <a href=""https://datatools.bs.ch/Befragung_55plus_2023"">https://datatools.bs.ch/Befragung_55plus_2023</a><br><br> Weitere Informationen zur Befragung sind im Statistikportal abgebildet:  <a href='https://statistik.bs.ch/suche?search={""query"":""2023"",""filterTheme"":""successor-50.4""}'>https://statistik.bs.ch/suche?search={""query"":""2023"",""filterTheme"":""successor-50.4""}</a>";Bevölkerung;Alter,Geschlecht,Einkommen;CC BY 3.0 CH;de;;2025-05-12T15:44:00+02:00;2025-05-12T15:44:00+02:00;2025-06-29T01:02:06+02:00;Statistisches Amt;https://statistik.bs.ch/hintergrund/befragungen;;2025-01-21;2025-06-13;Statistisches Amt;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/NEVER;;2023-01-01/2023-12-31;;;;;2023-01-01T00:00:00+01:00;2023-12-31T00:00:00+01:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Präsidialdepartement;;opendata.swiss;307760;49693111;0;1260;168;0;0;1.8;domain;True;;;;;;https://data.bs.ch/explore/dataset/100412
100378;False;Gesundheitsversorgung (GSV): Pflegebedürftige im Bereich der Pflege zu Hause (PzH);Dieser Datensatz enthält Kennzahlen zu Pflegebedürftigen im Bereich der Pflege zu Hause (PzH). Er umfasst Daten zur Anzahl der Pflegebedürftigen, aufgeschlüsselt nach Geschlecht, sowie Informationen zum Durchschnittsalter der Pflegebedürftigen insgesamt und getrennt nach Frauen und Männern.;Gesundheit;Pflege;CC BY;de;;2025-04-28T09:47:51+02:00;2025-04-28T09:47:51+02:00;2025-06-29T01:02:04+02:00;Statistisches Amt;https://www.bs.ch/gd/bereich-gesundheitsversorgung/;;2024-09-11;2024-12-20;Statistisches Amt;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/ANNUAL;;2016-01-01/2023-12-31;;;;;2016-01-01T00:00:00+01:00;2023-12-31T00:00:00+01:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Präsidialdepartement;;opendata.swiss,gsv-dashboard;8;867;0;2244;1347;0;0;3.5;domain;True;;;;;;https://data.bs.ch/explore/dataset/100378
100024;False;Kinder- und Jugendangebote;Die offene Kinder- und Jugendarbeit (OKJA) ist ein Freizeitangebot für Kindern ab 5 Jahren bis jungen Erwachsenen im Alter von bis 25 Jahren. Sie umfasst Angebote wie Jugendzentren, mobile Jugendarbeit, Abenteuerspielplätze oder Spielmobile. Spezifisches Charakteristikum ist, dass die Angebote offen, freiwillig und partizipativ organisiert sind.;Kultur, Medien, Informationsgesellschaft, Sport,Bevölkerung,Geographie,Tourismus;Sport,Turnen,Jugenarbeit,Freizeit,Treffpunkt;CC BY 4.0 + OpenStreetMap;de;;2025-06-29T07:02:50+02:00;2025-06-29T07:02:50+02:00;2025-06-29T07:02:50+02:00;Jugend, Familie und Sport;"www.geo.bs.ch/kinder_jugendangebot; https://www.geocat.ch/geonetwork/srv/ger/catalog.search#/metadata/3757d3ee-60bf-4928-bb4d-6df8aa1620b1";Geodaten Kanton Basel-Stadt;2018-03-06;2019-11-06;Jugend, Familie und Sport;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/IRREG;;;;;;;;;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Erziehungsdepartement;https://models.geo.bs.ch/Modellbeschreibungen/KJ_KinderJugendangebote_KGDM_V1_0.pdf;opendata.swiss;90;44427;0;15526;7970;0;0;8.8;domain;True;;;;;;https://data.bs.ch/explore/dataset/100024
100025;False;Politische Wahlkreise;Enthält die politischen Wahlkreise des Kantons Basel-Stadt.;Politik,Geographie;Abstimmung,Wahl,Stimmberechtigt;CC BY 4.0 + OpenStreetMap;de;;2025-06-29T07:02:50+02:00;2025-06-29T07:02:50+02:00;2025-06-29T07:02:50+02:00;Staatskanzlei;"www.geo.bs.ch/wahlkreise; https://www.geocat.ch/geonetwork/srv/ger/catalog.search#/metadata/d6b0a2c7-9788-47b0-a0ff-31f65ad35ff3";Geodaten Kanton Basel-Stadt;2000-01-01;2019-11-06;Staatskanzlei;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/IRREG;;;;;;;;;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Präsidialdepartement;https://models.geo.bs.ch/Modellbeschreibungen/PW_PolitischeWahlkreise_KGDM_V1_0.pdf;opendata.swiss;5;31546;0;11893;8083;0;0;8.3;domain;True;;;;;;https://data.bs.ch/explore/dataset/100025
100041;False;Statistische Raumeinheiten: Blockseiten;"Die Blockseite ist die dem angrenzenden Strassenraum zugeordnete Seite eines Blocks.

Statistische Nummerierung:
Die Nummerierung der Blockseiten setzt sich zusammen aus der zweistelligen Wohnviertel-Nr., der einstelligen Bezirks-Nr. und der dreistelligen Block-Nr
(im Label jeweils durch Punkte getrennt), gefolgt von der vierstelligen Block-Nr
(sowohl im Label als auch in der ID durch einen Unterstrich verbunden):
- Blockseiten haben wie die Blöcke keine Namensbezeichnung und werden lediglich über die Nummer referenziert.
- Beispiel Blockseite mit der Clarakirche: BLS_ID 121014_1741, die Bezeichnung (BLS_Label) lautet 12.1.014_1741";Geographie,Statistische Grundlagen;Statistik,Einteilung,Wohnblockseite;CC BY 4.0 + OpenStreetMap;de;;2025-06-29T07:03:14+02:00;2025-06-29T07:03:14+02:00;2025-06-29T07:03:14+02:00;Statistisches Amt;"www.geo.bs.ch/statistischeraumeinheiten; https://www.geocat.ch/geonetwork/srv/ger/catalog.search#/metadata/be8ce164-33ef-4794-822c-774d17c87239";Geodaten Kanton Basel-Stadt;2017-12-18;2019-11-06;Statistisches Amt;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/IRREG;;;;;;;;;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Präsidialdepartement;https://models.geo.bs.ch/Modellbeschreibungen/WE_StatistischeRaumeinheiten_KGDM_V1_0.pdf;opendata.swiss;4179;11456192;0;26905;8302;0;0;10.2;domain;True;;;;;;https://data.bs.ch/explore/dataset/100041
100017;False;Gemeinden;Zum Kanton Basel-Stadt zählen die Stadt Basel und die Gemeinden Riehen und Bettingen.;Geographie,Verwaltung,Statistische Grundlagen;Post,Postleitzahl,Brief,Paket;CC BY 4.0 + OpenStreetMap;de;;2025-06-29T07:02:37+02:00;2025-06-29T07:02:37+02:00;2025-06-29T07:02:37+02:00;Grundbuch- und Vermessungsamt;https://www.geocat.ch/geonetwork/srv/ger/catalog.search#/metadata/e1b42f8d-0a03-48f7-98e2-92cf91c5eabc;Geodaten Kanton Basel-Stadt;2003-06-01;2019-11-06;Grundbuch- und Vermessungsamt;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/ANNUAL;;2008-01-04/2008-01-04;;;;;2008-01-04T00:00:00+01:00;2008-01-04T00:00:00+01:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Bau- und Verkehrsdepartement;;opendata.swiss;3;80505;0;23174;9281;0;0;10.1;domain;True;;;;;;https://data.bs.ch/explore/dataset/100017
100151;False;Sport- und Bewegungsanlagen;Der Datensatz bildet vom Kanton Basel-Stadt betriebenen Sport- und Bewegungsanlagen ab sowie auch alle kantonalen Sportanlagen ausserhalb der Kantons- und Landesgrenzen. Im Datensatz sind zusätzlich kantonale Räumlichkeiten aufgeführt, welche für den Sportbetrieb genutzt und gemietet werden.;Kultur, Medien, Informationsgesellschaft, Sport,Geographie,Tourismus;Sport,Sportanlagen,OpenSportData;CC BY 4.0 + OpenStreetMap;de;Europe/Zurich;2025-06-29T07:04:16+02:00;2025-06-29T07:04:16+02:00;2025-06-29T07:04:16+02:00;Jugend, Familie und Sport;"www.geo.bs.ch/sportanlagen; https://www.geocat.ch/geonetwork/srv/ger/catalog.search#/metadata/2efa427f-b54d-44a5-b6c0-15ff2fe1100d";Geodaten Kanton Basel-Stadt;2019-02-05;2021-07-23;Jugend, Familie und Sport;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/IRREG;TEB Stadt- und Ortspläne, Region Basel;;;;;;;;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Erziehungsdepartement;https://models.geo.bs.ch/Modellbeschreibungen/OW_SportBewegung_KGDM_V1_2.pdf;opendata.swiss;297;126983;1;45928;8058;0;0;12.7;domain;True;;;;;;https://data.bs.ch/explore/dataset/100151
100134;False;Coronavirus (Covid-19): Teststellen;"<p>Eine Übersicht der Standorte, an welchen sich die Bevölkerung während der Corona-Pandemie auf SARS-CoV-2 testen lassen konnte. Für Kinder werden von gewissen Teststellen zusätzlich zum Abstrich im Rachenbereich alternative Testmethoden angeboten. </p><p><b>Der Datensatz wurde vom Gesundheitsdepartement aktuell gehalten. Dieser wird seit 8. März 2023 nicht mehr aktualisiert. Man kann sich weiterhin bei einzelnen Arztpraxen und Institutionen testen lassen.</b></p><p>Weitere Informationen zum Coronavirus in Basel-Stadt sind hier zu finden: <a href=""https://www.bs.ch/gd/md/gesundheitsschutz/uebertragbarekrankheiten/grippe-corona-und-co"" target=""_blank"">https://www.bs.ch/gd/md/gesundheitsschutz/uebertragbarekrankheiten/grippe-corona-und-co</a></p>";Gesundheit;Corona,COVID-19,Spital,Krankheit,Coronavirus,Virus,Pandemie,Test,Lungenentzündung;CC BY 4.0 + OpenStreetMap;de;;2024-10-08T13:28:36+02:00;2024-10-08T13:28:36+02:00;2025-06-29T07:04:12+02:00;Medizinische Dienste;"www.geo.bs.ch/coronatest; https://www.geocat.ch/geonetwork/srv/ger/catalog.search#/metadata/cbfb3123-a515-4a72-8c38-40da761070a0";Geodaten Kanton Basel-Stadt;2021-03-31;2021-06-06;Medizinische Dienste;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/IRREG;;;;;;;;;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Gesundheitsdepartement;https://models.geo.bs.ch/Modellbeschreibungen/CT_CoronaTeststellen_KGDM_V1_0.pdf;opendata.swiss;54;20790;0;22530;7918;0;0;9.6;domain;True;;;;;;https://data.bs.ch/explore/dataset/100134
100213;False;Velopumpen;<p></p><p>Dieser Datensatz zeigt die von Velohändlern für die Öffentlichkeit verfügbaren Velopumpen.</p>;Geographie,Mobilität und Verkehr;Fahrrad,Velo,Mobilität,Pumpe;CC BY 4.0 + OpenStreetMap;de;;2025-06-29T07:04:52+02:00;2025-06-29T07:04:52+02:00;2025-06-29T07:04:52+02:00;Amt für Mobilität;"www.geo.bs.ch/velopumpen; https://www.geocat.ch/geonetwork/srv/ger/catalog.search#/metadata/00af8b9b-d348-4a82-92e6-779222df11e0";Geodaten Kanton Basel-Stadt;2019-08-28;2022-12-04;Amt für Mobilität;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/IRREG;;;;;;;;;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Bau- und Verkehrsdepartement;https://models.geo.bs.ch/Modellbeschreibungen/VP_Velopumpen_KGDM_V1_0.pdf;opendata.swiss;29;10673;0;102112;7899;0;0;15.1;domain;True;;;;;;https://data.bs.ch/explore/dataset/100213
100253;False;Verkehrsberuhigte Zonen: Kernzone Verkehrskonzept Innenstadt;"Dieser Datensatz beinhaltet das Verkehrskonzept Innenstadt (VKI): Kernzone mit eingeschränktem Motorfahrzeugverkehr.<br>Die verkehrsberuhigten Zonen setzen sich aus Fussgängerzonen, Begegnungszonen und Tempo 30-Zonen zusammen. Ebenso ist der Perimeter des Verkehrskonzepts Innenstadt mit der Kernzone mit eingeschränktem Motorfahrzeugverkehr dargestellt.<br>Weitere Daten zu ""Verkehrsberuhigte Zonen"": <a href=""https://data.bs.ch/explore/?sort=modified&amp;q=tags=Verkehrsberuhigte+Zonen"">https://data.bs.ch/explore/?sort=modified&amp;q=tags=Verkehrsberuhigte+Zonen</a>";Geographie,Mobilität und Verkehr;Geschwindigkeitsbeschränkun,Fussgänger,Fussgängerzonen;CC BY 4.0 + OpenStreetMap;de;;2025-06-25T09:04:47+02:00;2025-06-25T09:04:47+02:00;2025-06-29T07:04:55+02:00;Amt für Mobilität;"www.geo.bs.ch/verkehrsberuhigte_zonen; https://www.geocat.ch/geonetwork/srv/ger/md.viewer#/full_view/2f37c3b7-cd20-42c0-8294-3547fd24b0ec";Geodaten Kanton Basel-Stadt;2015-08-03;2022-12-30;Amt für Mobilität;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/IRREG;;;;;;;;;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Bau- und Verkehrsdepartement;;Verkehrsberuhigte Zonen,opendata.swiss;5;23054;0;8079;5556;0;0;6.9;domain;True;;;;;;https://data.bs.ch/explore/dataset/100253
100257;False;Nutzungsplan - Zonenplan Bettingen:  Überlagernde Festlegungen;"Zonenplan der Gemeinde Bettingen gemäss Beschluss der Einwohnergemeindeversammlung vom 2. Dezember 2008 und der Genehmigung des Bau- und Verkehrsdepartements vom 1.7.2009. Der Datensatz enthält den Zonenplan und die Bebauungspläne ist ein Teil des Geodatenmodelles des Kantons Basel-Stadt zum Thema ?Nutzungsplanung?.<br>Weitere Daten zum Thema ?Nutzungsplanung?: <a href=""https://data.bs.ch/explore/?refine.tags=Nutzungsplanung"">https://data.bs.ch/explore/?refine.tags=Nutzungsplanung</a>";Geographie,Raum und Umwelt;Flächennutzungsplan,Naturschutzzonen,Bebauungsplan,Nutzungsplan;CC BY 4.0 + OpenStreetMap;de;;2025-06-29T07:04:58+02:00;2025-06-29T07:04:58+02:00;2025-06-29T07:04:58+02:00;Gemeinde Bettingen;"www.geo.bs.ch/zonenplan; https://www.geocat.ch/geonetwork/srv/ger/catalog.search#/metadata/eb2f5688-0a3e-4e24-a917-e1f56d548ed1";Geodaten Kanton Basel-Stadt;2019-09-03;2023-01-06;Gemeindeverwaltung;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/CONT;;2008-12-02/2009-12-01;;;;;2008-12-02T00:00:00+01:00;2009-12-01T00:00:00+01:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Gemeinde Bettingen;https://models.geo.bs.ch/Modellbeschreibungen/NB_NP_RN_Nutzungsplanung_GGDM_V1_1.pdf;opendata.swiss,Nutzungsplanung;38;260244;0;6112;7690;0;0;7.2;domain;True;;;;;;https://data.bs.ch/explore/dataset/100257
100252;False;Verkehrsberuhigte Zonen: Tempo 30 - Zone;"Dieser Datensatz beinhaltet die signalisierten Tempo 30-Zonen und -Strecken.<br>Die verkehrsberuhigten Zonen setzen sich aus Fussgängerzonen, Begegnungszonen und Tempo 30-Zonen zusammen. Ebenso ist der Perimeter des Verkehrskonzepts Innenstadt mit der Kernzone mit eingeschränktem Motorfahrzeugverkehr dargestellt.<br>Weitere Daten zu ""Verkehrsberuhigte Zonen"": <a href=""https://data.bs.ch/explore/?refine.tags=Verkehrsberuhigte+Zonen"">https://data.bs.ch/explore/?refine.tags=Verkehrsberuhigte+Zonen</a>";Geographie,Mobilität und Verkehr;Geschwindigkeitsbeschränkun,Fussgänger,Fussgängerzonen;CC BY 4.0 + OpenStreetMap;de;;2025-06-29T07:05:09+02:00;2025-06-29T07:05:09+02:00;2025-06-29T07:05:09+02:00;Amt für Mobilität;"www.geo.bs.ch/verkehrsberuhigte_zonen; https://www.geocat.ch/geonetwork/srv/ger/catalog.search#/metadata/c75213da-39df-47c2-be12-bcaae3423f3d";Geodaten Kanton Basel-Stadt;2015-08-04;2022-12-30;Amt für Mobilität;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/IRREG;;;;;;;;;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Bau- und Verkehrsdepartement;https://models.geo.bs.ch/Modellbeschreibungen/VR_VerkehrsberuhigteZonen_KGDM_V1_0.pdf;opendata.swiss,Verkehrsberuhigte Zonen;183;226874;0;14380;7863;0;0;8.6;domain;True;;;;;;https://data.bs.ch/explore/dataset/100252
100078;False;EuroAirport: Tägliche Flugbewegungen, Passagiere und Fracht;<p>Der Datensatz zeigt die Flugbewegungen sowie Angaben zur Anzahl Passagiere und zur beförderten Fracht auf dem EuroAirport Basel Mulhouse Freiburg für jeden Tag ab 1. Januar 2019.</p>;Mobilität und Verkehr,Volkswirtschaft,Tourismus;Flugzeug,Landung,Start,Fluglärm,Flüge,EAP,Airport,Flughafen;CC BY 3.0 CH;de;;2025-06-29T10:45:50+02:00;2025-06-29T10:45:50+02:00;2025-06-29T10:45:50+02:00;Flughafen Basel-Mulhouse EuroAirport;;EuroAirport Basel Mulhouse Freiburg;2020-05-13;2020-05-14;;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/DAILY;;;;;;;2019-01-01T00:00:00+01:00;;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Flughafen Basel-Mulhouse EuroAirport;;Airflow--euroairport,opendata.swiss;9488;394243;1;192357;7185;0;0;19.7;domain;True;;;;;;https://data.bs.ch/explore/dataset/100078
100275;False;Überwachung Luftqualität Transformation Areal Rosental: Online Sensor Feinstaub;"<p>Bedingt durch die frühere Nutzung des Rosental Areals – auch bekannt als die Wiege der Basler Chemie - ist der Untergrund mit Schadstoffen belastet. Während der Tiefbauarbeiten im Rahmen der «Transformation <a href=""https://rosentalmitte.ch/"" target=""_blank"">Rosental Mitte</a>» überwacht das <a href=""https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/lufthygiene"" target=""_blank"">Lufthygieneamt beider Basel (LHA)</a> die Immissionen mittels Messungen der Luft <a href=""https://data.bs.ch/pages/rosental-dashboard/"" target=""_blank"">(Dashboard)</a>. </p><p>Änderungsprotokoll:<br>23.4.2024: Die Messstation ROSEN 3 wurde verschoben. Alte geografische Breiten- und Längengrade 47.567827676637364, 7.603804744961502. Neue Breiten- und Lägengrade 47.567997530870265, 7.60479830196066.<br></p><div><br></div>";Raum und Umwelt;Luftqualität;CC BY 3.0 CH;de;;2025-06-29T21:00:19+02:00;2025-06-29T21:00:19+02:00;2025-06-29T21:01:18+02:00;Lufthygieneamt beider Basel;https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/lufthygiene;;2023-10-09;2023-10-09;Lufthygieneamt beider Basel;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/CONT;;2023-04-23/2025-06-28;;;;;2023-04-23T00:00:00+02:00;2025-06-28T00:00:00+02:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Departement für Wirtschaft, Soziales und Umwelt;;transformation-rosental,opendata.swiss;159776;6901557;0;31951;4947;0;0;9.5;domain;True;;;;;;https://data.bs.ch/explore/dataset/100275
100171;False;Smarte Strasse: Zu- und Wegfahrten, Parkplatzauslastung;"<p>Der Datensatz zeigt die Anzahl Zu- und Wegfahrten sowie die mittlere Parkplatzauslastung für die beiden Zonen «blau» und «gelb».</p><p><b>Die Detektion freier Parkplätze mittels Kamera befindet sich noch in der Testphase. Aus diesem Grund sind die Werte mit Vorsicht zu geniessen und können von den tatsächlichen Zuständen abweichen.</b></p><p>Zusätzlich relevante Datensätze für die Parkplatzbelegung:</p><ul><li><a href=""https://data.bs.ch/explore/dataset/100160/"" target=""_blank"">Parkplatzbelegung</a></li><li><a href=""https://data.bs.ch/explore/dataset/100176/"" target=""_blank"">Parkplatz-Zonen</a><br></li></ul><p>Weitere Informationen und Daten rund um das Projekt «Smarte Strasse» finden Sie unter den folgenden Links:</p><ul><li>Weitere Informationen zum Projekt «Smarte Strasse»: <a href=""https://www.bs.ch/medienmitteilungen/pd/2022-pilotprojekt-smarte-strasse-neue-technologien-im-test-fuer-die-stadt-von-morgen"" target=""_blank"">https://www.bs.ch/medienmitteilungen/pd/2022-pilotprojekt-smarte-strasse-neue-technologien-im-test-fuer-die-stadt-von-morgen</a> </li><li>Genaue Standorte aller Sensoren: <a href=""https://data.bs.ch/explore/dataset/100114/"" target=""_blank"">https://data.bs.ch/explore/dataset/100114/</a> </li><li>Weitere Datensätze rund um das Thema «Smarte Strasse»: <a href=""https://data.bs.ch/explore/?refine.tags=smarte+strasse"" target=""_blank"">https://data.bs.ch/explore/?refine.tags=smarte+strasse</a> </li></ul><p><b style=""font-family"">Hinweis:<br>Die Parkplatz-Kamera an der Gundeldingerstrasse wurde am Dienstag 4.10.2022 abmontiert. Es werden keine Daten mehr erhoben.</b><br></p>";Mobilität und Verkehr,Tourismus;Smarte Strasse,Parkplatz;CC BY 3.0 CH;de;Europe/Zurich;2022-10-04T13:45:10+02:00;2022-10-04T13:45:10+02:00;2025-06-29T21:00:13+02:00;Amt für Mobilität;;;2022-01-19;2022-05-24;Amt für Mobilität;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/NEVER;;2022-04-26/2022-10-04;;;;;2022-04-26T00:00:00+02:00;2022-10-04T00:00:00+02:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Bau- und Verkehrsdepartement;;opendata.swiss,smarte strasse;7796;620594;0;30065;3322;0;0;8.7;domain;True;;;;;;https://data.bs.ch/explore/dataset/100171
100082;False;Standorte Messstationen Smart Climate Luftklima;"<p>Der Datensatz zeigt die Standorte der Messstationen für den Datensatz <a href=""https://data.bs.ch/explore/dataset/100009/"" target=""_blank"">«Luftklima Smart Regio Basel» (https://data.bs.ch/explore/dataset/100009/)</a>.</p><p><b>Änderungsprotokoll:</b></p><p><b>18.04.2024:</b> Die Koordinaten werden automatisch plausibilisiert. Es werde nur Koordinaten angezeigt, die in einem bestimmten Umkreis von Basel sind. Der Code dazu ist hier verfügbar: <a href=""https://github.com/opendatabs/data-processing/blob/master/meteoblue_wolf/etl.py"" target=""_blank"">https://github.com/opendatabs/data-processing/blob/master/meteoblue_wolf/etl.py</a> </p>";Raum und Umwelt;Wetter,Temperatur,Regen,Niederschlag,Sensoren,Klima,Wolf-Areal,Smart City Lab;CC BY 3.0 CH;de;Europe/Zurich;2025-06-29T21:10:32+02:00;2025-06-29T21:10:32+02:00;2025-06-29T21:10:32+02:00;meteoblue AG;;https://www.meteoblue.com/;2020-05-13;2020-05-12;;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/IRREG;;1999-12-31/2025-06-29;;;;;1999-12-31T00:00:00+01:00;2025-06-29T00:00:00+02:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Smart Regio Basel;;Airflow--meteoblue_wolf,opendata.swiss;191;43558;0;187726;10706;0;0;19.5;domain;True;;;;;;https://data.bs.ch/explore/dataset/100082
100415;False;Geteilte Mikromobilität: Aktuelle Verfügbarkeit;"<p>Der Datensatz beschreibt die aktuelle Verfügbarkeit von geteilten Mikromobilitätsangeboten.</p>

<p>Eine Übersicht der Datensätze zur geteilten Mikromobilität findet man unter folgendem Link: <a href=""https://data.bs.ch/explore/?refine.tags=mikromobilitaet"" target=""_blank"">https://data.bs.ch/explore/?refine.tags=mikromobilitaet</a> </p>";Mobilität und Verkehr,Raum und Umwelt;Trottinett,Scooter,Velo,Sharing,E-Mobility,Shared,Veloverleih,Verkehr,Mobility;CC BY 4.0 + OpenStreetMap;de;Europe/Zurich;2025-06-29T21:50:59+02:00;2025-06-29T21:50:59+02:00;2025-06-29T21:50:59+02:00;Amt für Mobilität;;Geodaten Kanton Basel-Stadt;2025-01-31;2025-05-12;Amt für Mobilität;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/10MIN;;2025-06-29/2025-06-29;;;;;2025-06-29T00:00:00+02:00;2025-06-29T00:00:00+02:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Bau- und Verkehrsdepartement;;opendata.swiss,mikromobilitaet;2598;1260050;0;2830;1041;0;0;3.4;domain;True;;;;;;https://data.bs.ch/explore/dataset/100415
